state,pollster,n,mode,population,start.date,end.date,democratic_candidate,republican_candidate,undecided,other,partisan,two_party_sum,polltype,n_respondents,n_democratic_candidate,pct_democratic_candidate,n_republican_candidate,pct_republican_candidate,n_other,p_other
FL,CNN,773,Live Phone,Likely Voters,2016-10-27,2016-11-01,50,49,0,1,Nonpartisan,99,0,773,386,0.5050505050505051,379,0.494949494949495,8,0.01
FL,Gravis Marketing,1995,IVR/Online,Registered Voters,2016-10-31,2016-10-31,51,49,0,0,Sponsor,100,1,1995,1017,0.51,978,0.49,0,0
FL,Gravis Marketing,1995,IVR/Online,Registered Voters,2016-10-31,2016-10-31,49,46,1,1,Sponsor,95,1,1995,978,0.5157894736842106,918,0.4842105263157895,20,0.01
FL,SurveyMonkey,2809,Internet,Likely Voters,2016-10-25,2016-10-31,46,45,2,2,Nonpartisan,91,0,2809,1292,0.5054945054945055,1264,0.4945054945054945,56,0.02
FL,Remington Research Group,989,IVR/Live Phone,Likely Voters,2016-10-30,2016-10-30,44,48,4,2,Sponsor,92,0,989,435,0.4782608695652174,475,0.5217391304347826,20,0.02
FL,TargetSmart,718,Live Phone/Online,Likely Voters,2016-10-25,2016-10-30,48,40,0,7,Nonpartisan,88,0,718,345,0.5454545454545454,287,0.45454545454545453,50,0.07
FL,UPI,408,Internet,Likely Voters,2016-10-23,2016-10-29,48,47,0,5,Nonpartisan,95,0,408,196,0.5052631578947369,192,0.49473684210526314,20,0.05
FL,NYT Upshot,814,Live Phone,Likely Voters,2016-10-25,2016-10-27,42,46,6,3,Nonpartisan,88,0,814,342,0.4772727272727273,374,0.5227272727272727,24,0.03
FL,NYT Upshot,814,Live Phone,Likely Voters,2016-10-25,2016-10-27,45,48,7,0,Nonpartisan,93,0,814,366,0.4838709677419355,391,0.5161290322580645,0,0
FL,Dixie Strategies,698,IVR/Live Phone,Likely Voters,2016-10-25,2016-10-26,42,46,6,3,Pollster,88,0,698,293,0.4772727272727273,321,0.5227272727272727,21,0.03
FL,NBC,779,Live Phone,Likely Voters,2016-10-25,2016-10-26,46,46,1,7,Nonpartisan,92,0,779,358,0.5,358,0.5,55,0.07
FL,NBC,779,Live Phone,Likely Voters,2016-10-25,2016-10-26,45,44,2,5,Nonpartisan,89,0,779,351,0.5056179775280899,343,0.4943820224719101,39,0.05
FL,Saint Leo University,1028,Internet,Likely Voters,2016-10-22,2016-10-26,50,37,7,1,Nonpartisan,87,0,1028,514,0.5747126436781609,380,0.42528735632183906,10,0.01
FL,Saint Leo University,1028,Internet,Likely Voters,2016-10-22,2016-10-26,49,35,8,6,Nonpartisan,84,0,1028,504,0.5833333333333334,360,0.4166666666666667,62,0.06
FL,UNF,786,Live Phone,Likely Voters,2016-10-20,2016-10-25,46,44,6,3,Nonpartisan,90,0,786,362,0.5111111111111111,346,0.4888888888888889,24,0.03
FL,UNF,819,Live Phone,Likely Voters,2016-10-20,2016-10-25,43,39,9,3,Nonpartisan,82,0,819,352,0.524390243902439,319,0.47560975609756095,25,0.03
FL,Bloomberg,953,Live Phone,Likely Voters,2016-10-21,2016-10-24,45,46,5,4,Nonpartisan,91,0,953,429,0.4945054945054945,438,0.5054945054945055,38,0.04
FL,Bloomberg,953,Live Phone,Likely Voters,2016-10-21,2016-10-24,43,45,6,3,Nonpartisan,88,0,953,410,0.48863636363636365,429,0.5113636363636364,29,0.03
FL,SurveyUSA,1251,IVR/Online,Likely Voters,2016-10-20,2016-10-24,48,45,0,4,Nonpartisan,93,0,1251,600,0.5161290322580645,563,0.4838709677419355,50,0.04
FL,SurveyMonkey,2765,Internet,Likely Voters,2016-10-18,2016-10-24,47,44,3,2,Nonpartisan,91,0,2765,1300,0.5164835164835165,1217,0.4835164835164835,55,0.02
FL,Remington Research Group,1646,IVR/Live Phone,Likely Voters,2016-10-20,2016-10-22,46,46,5,2,Sponsor,92,0,1646,757,0.5,757,0.5,33,0.02
FL,CBS,1042,Internet,Likely Voters,2016-10-20,2016-10-21,46,43,3,4,Nonpartisan,89,0,1042,479,0.5168539325842697,448,0.48314606741573035,42,0.04
FL,Opinion Savvy,538,IVR/Online,Likely Voters,2016-10-20,2016-10-20,49,45,2,2,Nonpartisan,94,0,538,264,0.5212765957446809,242,0.4787234042553192,11,0.02
FL,Lucid,892,Internet,Likely Voters,2016-10-17,2016-10-18,45,39,8,2,Nonpartisan,84,0,892,401,0.5357142857142857,348,0.4642857142857143,18,0.02
FL,Quinnipiac,660,Live Phone,Likely Voters,2016-10-10,2016-10-16,48,44,4,2,Nonpartisan,92,0,660,317,0.5217391304347826,290,0.4782608695652174,13,0.02
FL,Quinnipiac,660,Live Phone,Likely Voters,2016-10-10,2016-10-16,49,45,5,1,Nonpartisan,94,0,660,323,0.5212765957446809,297,0.4787234042553192,7,0.01
FL,UPI,401,Internet,Likely Voters,2016-10-09,2016-10-16,49,46,0,5,Nonpartisan,95,0,401,196,0.5157894736842106,184,0.4842105263157895,20,0.05
FL,Washington Post,1702,Internet,Likely Voters,2016-10-08,2016-10-16,47,47,6,0,Nonpartisan,94,0,1702,800,0.5,800,0.5,0,0
FL,Washington Post,1702,Internet,Likely Voters,2016-10-08,2016-10-16,43,45,3,3,Nonpartisan,88,0,1702,732,0.48863636363636365,766,0.5113636363636364,51,0.03
FL,PPP,985,IVR/Online,Likely Voters,2016-10-12,2016-10-13,46,42,6,1,Pollster,88,0,985,453,0.5227272727272727,414,0.4772727272727273,10,0.01
FL,PPP,985,IVR/Online,Likely Voters,2016-10-12,2016-10-13,49,44,7,0,Pollster,93,0,985,483,0.5268817204301075,433,0.4731182795698925,0,0
FL,Gravis Marketing,1799,IVR/Online,Registered Voters,2016-10-11,2016-10-13,46,42,10,1,Nonpartisan,88,1,1799,828,0.5227272727272727,756,0.4772727272727273,18,0.01
FL,Ipsos,1799,Internet,Likely Voters,2016-09-23,2016-10-13,48,42,10,0,Nonpartisan,90,0,1799,864,0.5333333333333333,756,0.4666666666666667,0,0
FL,Opinion Savvy,533,IVR/Online,Likely Voters,2016-10-10,2016-10-11,47,44,3,1,Nonpartisan,91,0,533,251,0.5164835164835165,235,0.4835164835164835,5,0.01
FL,Florida Atlantic University,500,IVR/Online,Likely Voters,2016-10-05,2016-10-09,49,43,7,0,Nonpartisan,92,0,500,245,0.532608695652174,215,0.4673913043478261,0,0
FL,NBC,700,Live Phone,Likely Voters,2016-10-03,2016-10-05,46,44,3,7,Nonpartisan,90,0,700,322,0.5111111111111111,308,0.4888888888888889,49,0.07
FL,NBC,700,Live Phone,Likely Voters,2016-10-03,2016-10-05,45,42,4,4,Nonpartisan,87,0,700,315,0.5172413793103449,294,0.4827586206896552,28,0.04
FL,UNF,661,Live Phone,Likely Voters,2016-09-27,2016-10-04,47,40,9,4,Nonpartisan,87,0,661,311,0.5402298850574713,264,0.45977011494252873,26,0.04
FL,UNF,686,Live Phone,Likely Voters,2016-09-27,2016-10-04,41,38,10,5,Nonpartisan,79,0,686,281,0.5189873417721519,261,0.4810126582278481,34,0.05
FL,Quinnipiac,545,Live Phone,Likely Voters,2016-09-27,2016-10-02,46,41,5,2,Nonpartisan,87,0,545,251,0.5287356321839081,223,0.47126436781609193,11,0.02
FL,Quinnipiac,545,Live Phone,Likely Voters,2016-09-27,2016-10-02,49,44,6,1,Nonpartisan,93,0,545,267,0.5268817204301075,240,0.4731182795698925,5,0.01
FL,UPI,785,Internet,Likely Voters,2016-09-19,2016-10-02,46,47,0,5,Nonpartisan,93,0,785,361,0.4946236559139785,369,0.5053763440860215,39,0.05
FL,Opinion Savvy,619,IVR/Online,Likely Voters,2016-09-28,2016-09-29,47,46,1,2,Nonpartisan,93,0,619,291,0.5053763440860215,285,0.4946236559139785,12,0.02
FL,Mason,820,Live Phone,Likely Voters,2016-09-27,2016-09-29,46,42,4,1,Nonpartisan,88,0,820,377,0.5227272727272727,344,0.4772727272727273,8,0.01
FL,PPP,826,IVR/Online,Likely Voters,2016-09-27,2016-09-28,45,43,8,1,Pollster,88,0,826,372,0.5113636363636364,355,0.48863636363636365,8,0.01
FL,PPP,826,IVR/Online,Likely Voters,2016-09-27,2016-09-28,48,45,7,0,Pollster,93,0,826,396,0.5161290322580645,372,0.4838709677419355,0,0
FL,Ipsos,1167,Internet,Likely Voters,2016-09-02,2016-09-22,49,45,6,0,Nonpartisan,94,0,1167,572,0.5212765957446809,525,0.4787234042553192,0,0
FL,Suffolk,500,Live Phone,Likely Voters,2016-09-19,2016-09-21,44,45,8,1,Nonpartisan,89,0,500,220,0.4943820224719101,225,0.5056179775280899,5,0.01
FL,Cherry,617,Live Phone,Likely Voters,2016-09-15,2016-09-20,43,41,6,2,Pollster,84,0,617,265,0.5119047619047619,253,0.4880952380952381,12,0.02
FL,Monmouth University,400,Live Phone,Likely Voters,2016-09-16,2016-09-19,46,41,5,2,Nonpartisan,87,0,400,184,0.5287356321839081,164,0.47126436781609193,8,0.02
FL,Saint Leo University,475,Internet,Likely Voters,2016-09-10,2016-09-16,49,44,0,2,Nonpartisan,93,0,475,233,0.5268817204301075,209,0.4731182795698925,10,0.02
FL,NYT Upshot,867,Live Phone,Likely Voters,2016-09-10,2016-09-14,43,43,10,3,Nonpartisan,86,0,867,373,0.5,373,0.5,26,0.03
FL,NYT Upshot,867,Live Phone,Likely Voters,2016-09-10,2016-09-14,41,40,8,11,Nonpartisan,81,0,867,355,0.5061728395061729,347,0.49382716049382713,95,0.11
FL,CNN,788,Live Phone,Likely Voters,2016-09-07,2016-09-12,44,47,1,1,Nonpartisan,91,0,788,347,0.4835164835164835,370,0.5164835164835165,8,0.01
FL,CNN,788,Live Phone,Likely Voters,2016-09-07,2016-09-12,46,50,0,3,Nonpartisan,96,0,788,362,0.4791666666666667,394,0.5208333333333334,24,0.03
FL,CBS,1193,Internet,Likely Voters,2016-09-07,2016-09-09,44,42,6,4,Nonpartisan,86,0,1193,525,0.5116279069767442,501,0.4883720930232558,48,0.04
FL,Quinnipiac,761,Live Phone,Likely Voters,2016-08-29,2016-09-07,47,47,5,2,Nonpartisan,94,0,761,358,0.5,358,0.5,15,0.02
FL,Quinnipiac,761,Live Phone,Likely Voters,2016-08-29,2016-09-07,43,43,3,2,Nonpartisan,86,0,761,327,0.5,327,0.5,15,0.02
FL,PPP,744,IVR/Online,Likely Voters,2016-09-04,2016-09-06,43,44,6,2,Pollster,87,0,744,320,0.4942528735632184,327,0.5057471264367817,15,0.02
FL,PPP,744,IVR/Online,Likely Voters,2016-09-04,2016-09-06,47,46,7,0,Pollster,93,0,744,350,0.5053763440860215,342,0.4946236559139785,0,0
FL,Washington Post,3287,Internet,Registered Voters,2016-08-09,2016-09-01,46,44,10,0,Nonpartisan,90,1,3287,1512,0.5111111111111111,1446,0.4888888888888889,0,0
FL,Washington Post,3287,Internet,Registered Voters,2016-08-09,2016-09-01,42,40,6,3,Nonpartisan,82,1,3287,1381,0.5121951219512195,1315,0.4878048780487805,99,0.03
FL,ICITIZEN,600,Internet,Registered Voters,2016-08-18,2016-08-24,42,37,8,6,Nonpartisan,79,1,600,252,0.5316455696202531,222,0.46835443037974683,36,0.06
FL,Cherry,608,Live Phone,Likely Voters,2016-08-17,2016-08-22,43,44,5,7,Pollster,87,0,608,261,0.4942528735632184,268,0.5057471264367817,43,0.07
FL,Cherry,608,Live Phone,Likely Voters,2016-08-17,2016-08-22,41,44,4,2,Pollster,85,0,608,249,0.4823529411764706,268,0.5176470588235295,12,0.02
FL,Saint Leo University,1380,Internet,Likely Voters,2016-08-14,2016-08-18,52,38,0,2,Nonpartisan,90,0,1380,718,0.5777777777777777,524,0.4222222222222222,28,0.02
FL,Monmouth University,402,Live Phone,Likely Voters,2016-08-12,2016-08-15,48,39,5,2,Nonpartisan,87,0,402,193,0.5517241379310345,157,0.4482758620689655,8,0.02
FL,CBS,1194,Internet,Likely Voters,2016-08-10,2016-08-12,45,40,4,4,Nonpartisan,85,0,1194,537,0.5294117647058824,478,0.47058823529411764,48,0.04
FL,Opinion Savvy,622,IVR/Online,Likely Voters,2016-08-10,2016-08-10,45,44,3,1,Nonpartisan,89,0,622,280,0.5056179775280899,274,0.4943820224719101,6,0.01
FL,NBC,862,Live Phone,Registered Voters,2016-08-04,2016-08-10,44,39,7,11,Nonpartisan,83,1,862,379,0.5301204819277109,336,0.46987951807228917,95,0.11
FL,NBC,862,Live Phone,Registered Voters,2016-08-04,2016-08-10,41,36,9,6,Nonpartisan,77,1,862,353,0.5324675324675324,310,0.4675324675324675,52,0.06
FL,Quinnipiac,1056,Live Phone,Likely Voters,2016-07-30,2016-08-07,46,45,5,3,Nonpartisan,91,0,1056,486,0.5054945054945055,475,0.4945054945054945,32,0.03
FL,Quinnipiac,1056,Live Phone,Likely Voters,2016-07-30,2016-08-07,43,43,3,3,Nonpartisan,86,0,1056,454,0.5,454,0.5,32,0.03
FL,Suffolk,500,Live Phone,Likely Voters,2016-08-01,2016-08-03,48,42,10,0,Nonpartisan,90,0,500,240,0.5333333333333333,210,0.4666666666666667,0,0
FL,Suffolk,500,Live Phone,Likely Voters,2016-08-01,2016-08-03,43,39,12,3,Nonpartisan,82,0,500,215,0.524390243902439,195,0.47560975609756095,15,0.03
FL,NBC,871,Live Phone,Registered Voters,2016-07-05,2016-07-11,44,37,7,13,Nonpartisan,81,1,871,383,0.5432098765432098,322,0.4567901234567901,113,0.13
FL,NBC,871,Live Phone,Registered Voters,2016-07-05,2016-07-11,41,36,10,6,Nonpartisan,77,1,871,357,0.5324675324675324,314,0.4675324675324675,52,0.06
FL,Quinnipiac,1015,Live Phone,Registered Voters,2016-06-30,2016-07-11,39,42,13,6,Nonpartisan,81,1,1015,396,0.48148148148148145,426,0.5185185185185185,61,0.06
FL,Quinnipiac,1015,Live Phone,Registered Voters,2016-06-30,2016-07-11,36,41,11,6,Nonpartisan,77,1,1015,365,0.4675324675324675,416,0.5324675324675324,61,0.06
FL,JMC Analytics,700,Automated Phone,Likely Voters,2016-07-09,2016-07-10,42,47,8,1,Pollster,89,0,700,294,0.47191011235955055,329,0.5280898876404494,7,0.01
FL,GQR,1100,Live Phone,Likely Voters,2016-07-06,2016-07-10,45,40,7,2,Pollster,85,0,1100,495,0.5294117647058824,440,0.47058823529411764,22,0.02
FL,Gravis Marketing,1619,Automated Phone,Registered Voters,2016-06-27,2016-06-28,45,49,0,6,Nonpartisan,94,1,1619,729,0.4787234042553192,793,0.5212765957446809,97,0.06
FL,Onmessage,800,Live Phone,Likely Voters,2016-06-26,2016-06-28,45,47,8,0,Sponsor,92,0,800,360,0.4891304347826087,376,0.5108695652173914,0,0
FL,SurveyUSA,1678,IVR/Online,Likely Voters,2016-06-25,2016-06-27,46,42,5,5,Nonpartisan,88,0,1678,772,0.5227272727272727,705,0.4772727272727273,84,0.05
FL,CBS,1192,Internet,Likely Voters,2016-06-21,2016-06-24,44,41,7,8,Nonpartisan,85,0,1192,524,0.5176470588235295,489,0.4823529411764706,95,0.08
FL,GQR,300,Live Phone,Likely Voters,2016-06-11,2016-06-20,52,39,3,6,Sponsor,91,0,300,156,0.5714285714285714,117,0.42857142857142855,18,0.06
FL,GQR,300,Live Phone,Likely Voters,2016-06-11,2016-06-20,49,38,2,2,Sponsor,87,0,300,147,0.5632183908045977,114,0.4367816091954023,6,0.02
FL,Quinnipiac,975,Live Phone,Registered Voters,2016-06-08,2016-06-19,47,39,12,2,Nonpartisan,86,1,975,458,0.5465116279069767,380,0.45348837209302323,20,0.02
FL,Quinnipiac,975,Live Phone,Registered Voters,2016-06-08,2016-06-19,42,36,10,5,Nonpartisan,78,1,975,410,0.5384615384615384,351,0.46153846153846156,49,0.05
FL,PPP,737,IVR/Online,Likely Voters,2016-06-02,2016-06-05,40,41,13,2,Pollster,81,0,737,295,0.49382716049382713,302,0.5061728395061729,15,0.02
FL,PPP,737,IVR/Online,Likely Voters,2016-06-02,2016-06-05,44,45,11,0,Pollster,89,0,737,324,0.4943820224719101,332,0.5056179775280899,0,0
FL,Mason,625,Live Phone,Registered Voters,2016-05-31,2016-06-02,45,42,7,0,Nonpartisan,87,1,625,281,0.5172413793103449,262,0.4827586206896552,0,0
FL,CBS,995,Internet,Likely Voters,2016-05-16,2016-05-19,43,42,15,0,Nonpartisan,85,0,995,428,0.5058823529411764,418,0.49411764705882355,0,0
FL,Gravis Marketing,2542,Automated Phone,Registered Voters,2016-05-17,2016-05-18,46,42,12,0,Nonpartisan,88,1,2542,1169,0.5227272727272727,1068,0.4772727272727273,0,0
FL,Quinnipiac,1051,Live Phone,Registered Voters,2016-04-27,2016-05-08,43,42,13,2,Nonpartisan,85,1,1051,452,0.5058823529411764,441,0.49411764705882355,21,0.02
FL,Associated Industries of Florida,604,Live Phone,Likely Voters,2016-04-25,2016-04-27,49,36,15,0,Pollster,85,0,604,296,0.5764705882352941,217,0.4235294117647059,0,0
FL,NBC,2422,Live Phone,Registered Voters,2016-03-04,2016-03-10,49,41,9,0,Nonpartisan,90,1,2422,1187,0.5444444444444444,993,0.45555555555555555,0,0
FL,SurveyUSA,1961,IVR/Online,Likely Voters,2016-03-04,2016-03-06,44,45,12,0,Nonpartisan,89,0,1961,863,0.4943820224719101,882,0.5056179775280899,0,0
FL,CNN,854,Live Phone,Registered Voters,2016-03-02,2016-03-06,50,43,1,7,Nonpartisan,93,1,854,427,0.5376344086021505,367,0.46236559139784944,60,0.07
FL,PPP,1012,IVR/Online,Likely Voters,2016-02-24,2016-02-25,44,46,10,0,Pollster,90,0,1012,445,0.4888888888888889,466,0.5111111111111111,0,0
FL,Florida Southern College Center,608,Live Phone,Registered Voters,2016-01-30,2016-02-06,45,38,14.5,3,Nonpartisan,83,1,608,274,0.54216867469879515,231,0.4578313253012048,18,0.03
FL,Florida Atlantic University,1008,Automated Phone,Registered Voters,2016-01-15,2016-01-18,44,47,9,0,Nonpartisan,91,1,1008,444,0.4835164835164835,474,0.5164835164835165,0,0
FL,Saint Leo University,404,Internet,Likely Voters,2015-11-29,2015-12-03,49,41,0,0,Nonpartisan,90,0,404,198,0.5444444444444444,166,0.45555555555555555,0,0
FL,Florida Atlantic University,829,Automated Phone,Registered Voters,2015-11-15,2015-11-16,41,49,10,0,Nonpartisan,90,1,829,340,0.45555555555555555,406,0.5444444444444444,0,0
FL,SurveyUSA,2400,IVR/Online,Likely Voters,2015-10-28,2015-11-01,43,47,9,0,Nonpartisan,90,0,2400,1032,0.4777777777777778,1128,0.5222222222222223,0,0
FL,Quinnipiac,1173,Live Phone,Registered Voters,2015-09-25,2015-10-05,46,41,10,3,Nonpartisan,87,1,1173,540,0.5287356321839081,481,0.47126436781609193,35,0.03
FL,Florida Atlantic University,801,Automated Phone,Registered Voters,2015-09-17,2015-09-20,45,46,10,0,Nonpartisan,91,1,801,360,0.4945054945054945,368,0.5054945054945055,0,0
FL,Cherry,605,Live Phone,Likely Voters,2015-09-16,2015-09-20,42,41,0,0,Pollster,83,0,605,254,0.5060240963855421,248,0.4939759036144578,0,0
FL,PPP,814,IVR/Online,Likely Voters,2015-09-11,2015-09-13,42,48,9,0,Pollster,90,0,814,342,0.4666666666666667,391,0.5333333333333333,0,0
FL,Quinnipiac,1093,Live Phone,Registered Voters,2015-08-07,2015-08-18,41,43,13,3,Nonpartisan,84,1,1093,448,0.4880952380952381,470,0.5119047619047619,33,0.03
GA,SurveyMonkey,2419,Internet,Likely Voters,2016-11-01,2016-11-07,45,45,3,0,Nonpartisan,90,0,2419,1089,0.5,1089,0.5,0,0
GA,Landmark,1200,IVR/Online,Likely Voters,2016-11-06,2016-11-06,46,49,2,0,Pollster,95,0,1200,552,0.4842105263157895,588,0.5157894736842106,0,0
GA,UPI,366,Internet,Likely Voters,2016-10-30,2016-11-06,44,50,0,6,Nonpartisan,94,0,366,161,0.46808510638297873,183,0.5319148936170213,22,0.06
GA,Ipsos,691,Internet,Likely Voters,2016-10-17,2016-11-06,42,48,10,0,Nonpartisan,90,0,691,290,0.4666666666666667,332,0.5333333333333333,0,0
GA,CBS,995,Internet,Likely Voters,2016-11-03,2016-11-05,43,49,3,1,Nonpartisan,92,0,995,428,0.4673913043478261,488,0.532608695652174,10,0.01
GA,Landmark,1000,IVR/Online,Likely Voters,2016-11-02,2016-11-03,46,48,2,0,Pollster,94,0,1000,460,0.48936170212765956,480,0.5106382978723404,0,0
GA,Opinion Savvy,538,IVR/Online,Likely Voters,2016-11-02,2016-11-03,45,49,1,0,Nonpartisan,94,0,538,242,0.4787234042553192,264,0.5212765957446809,0,0
GA,NBC,707,Live Phone,Likely Voters,2016-10-30,2016-11-01,46,47,1,6,Nonpartisan,93,0,707,325,0.4946236559139785,332,0.5053763440860215,42,0.06
GA,NBC,707,Live Phone,Likely Voters,2016-10-30,2016-11-01,44,45,1,2,Nonpartisan,89,0,707,311,0.4943820224719101,318,0.5056179775280899,14,0.02
GA,SurveyMonkey,2665,Internet,Likely Voters,2016-10-25,2016-10-31,44,46,3,0,Nonpartisan,90,0,2665,1173,0.4888888888888889,1226,0.5111111111111111,0,0
GA,UPI,365,Internet,Likely Voters,2016-10-23,2016-10-29,45,50,0,6,Nonpartisan,95,0,365,164,0.47368421052631576,182,0.5263157894736842,22,0.06
GA,SurveyUSA,594,IVR/Online,Likely Voters,2016-10-25,2016-10-27,42,49,6,0,Nonpartisan,91,0,594,249,0.46153846153846156,291,0.5384615384615384,0,0
GA,Quinnipiac,707,Live Phone,Likely Voters,2016-10-20,2016-10-26,43,44,5,0,Nonpartisan,87,0,707,304,0.4942528735632184,311,0.5057471264367817,0,0
GA,Quinnipiac,707,Live Phone,Likely Voters,2016-10-20,2016-10-26,46,46,7,1,Nonpartisan,92,0,707,325,0.5,325,0.5,7,0.01
GA,SurveyMonkey,2235,Internet,Likely Voters,2016-10-18,2016-10-24,44,47,2,0,Nonpartisan,91,0,2235,983,0.4835164835164835,1050,0.5164835164835165,0,0
GA,Opinion Savvy,570,IVR/Online,Likely Voters,2016-10-20,2016-10-20,46,50,1,0,Nonpartisan,96,0,570,262,0.4791666666666667,285,0.5208333333333334,0,0
GA,Landmark,600,IVR/Live Phone,Likely Voters,2016-10-20,2016-10-20,43,47,5,0,Pollster,90,0,600,258,0.4777777777777778,282,0.5222222222222223,0,0
GA,Abt SRBI Inc,839,Live Phone,Likely Voters,2016-10-17,2016-10-20,42,44,4,2,Nonpartisan,86,0,839,352,0.4883720930232558,369,0.5116279069767442,17,0.02
GA,Lucid,807,Internet,Likely Voters,2016-10-17,2016-10-18,44,40,8,1,Nonpartisan,84,0,807,355,0.5238095238095238,323,0.47619047619047616,8,0.01
GA,UPI,351,Internet,Likely Voters,2016-10-09,2016-10-16,45,49,0,6,Nonpartisan,94,0,351,158,0.4787234042553192,172,0.5212765957446809,21,0.06
GA,Washington Post,886,Internet,Likely Voters,2016-10-08,2016-10-16,48,45,7,0,Nonpartisan,93,0,886,425,0.5161290322580645,399,0.4838709677419355,0,0
GA,Washington Post,886,Internet,Likely Voters,2016-10-08,2016-10-16,45,41,3,2,Nonpartisan,86,0,886,399,0.5232558139534884,363,0.47674418604651164,18,0.02
GA,Ipsos,1020,Internet,Likely Voters,2016-09-23,2016-10-13,42,50,8,0,Nonpartisan,92,0,1020,428,0.45652173913043476,510,0.5434782608695652,0,0
GA,Landmark,1400,IVR/Live Phone,Likely Voters,2016-10-11,2016-10-12,42,48,6,0,Pollster,90,0,1400,588,0.4666666666666667,672,0.5333333333333333,0,0
GA,UPI,626,Internet,Likely Voters,2016-09-19,2016-10-02,43,52,0,6,Nonpartisan,95,0,626,269,0.45263157894736844,326,0.5473684210526316,38,0.06
GA,Landmark,600,IVR/Live Phone,Likely Voters,2016-09-21,2016-09-22,43,47,5,0,Pollster,90,0,600,258,0.4777777777777778,282,0.5222222222222223,0,0
GA,Ipsos,947,Internet,Likely Voters,2016-09-02,2016-09-22,43,46,11,0,Nonpartisan,89,0,947,407,0.48314606741573035,436,0.5168539325842697,0,0
GA,Quinnipiac,638,Live Phone,Likely Voters,2016-09-13,2016-09-21,40,47,4,0,Nonpartisan,87,0,638,255,0.45977011494252873,300,0.5402298850574713,0,0
GA,Quinnipiac,638,Live Phone,Likely Voters,2016-09-13,2016-09-21,44,50,5,1,Nonpartisan,94,0,638,281,0.46808510638297873,319,0.5319148936170213,6,0.01
GA,Monmouth University,401,Live Phone,Likely Voters,2016-09-15,2016-09-18,42,45,5,1,Nonpartisan,87,0,401,168,0.4827586206896552,180,0.5172413793103449,4,0.01
GA,Opinion Savvy,568,IVR/Online,Likely Voters,2016-09-14,2016-09-14,42,46,2,0,Nonpartisan,88,0,568,239,0.4772727272727273,261,0.5227272727272727,0,0
GA,NBC,625,Live Phone,Likely Voters,2016-09-06,2016-09-08,43,46,2,8,Nonpartisan,89,0,625,269,0.48314606741573035,288,0.5168539325842697,50,0.08
GA,NBC,625,Live Phone,Likely Voters,2016-09-06,2016-09-08,42,44,3,1,Nonpartisan,86,0,625,262,0.4883720930232558,275,0.5116279069767442,6,0.01
GA,Washington Post,2034,Internet,Registered Voters,2016-08-09,2016-09-01,46,46,8,0,Nonpartisan,92,1,2034,936,0.5,936,0.5,0,0
GA,Washington Post,2034,Internet,Registered Voters,2016-08-09,2016-09-01,39,40,5,4,Nonpartisan,79,1,2034,793,0.4936708860759494,814,0.5063291139240507,81,0.04
GA,Opinion Savvy,730,IVR/Online,Likely Voters,2016-08-17,2016-08-17,43,43,3,0,Nonpartisan,86,0,730,314,0.5,314,0.5,0,0
GA,CBS,988,Internet,Likely Voters,2016-08-10,2016-08-12,41,45,5,4,Nonpartisan,86,0,988,405,0.47674418604651164,445,0.5232558139534884,40,0.04
